network,edge,single_fraction,orthogonal_fraction,direction_factor
5,6,0.014432185523662593,0.007213773381303797,0.469236648923951
5,7,0.07397602993753741,0.1084825530285833,0.15993865502238808
5,8,0.008350882318813608,0.03823205361153201,0.05123031823239012
5,9,0.03224617303789234,0.007943479854144845,0.952115637888675
5,10,0.12962311935827478,0.030591728028250838,0.9938040800727718
5,11,0.013065299703838396,0.025795933461158396,0.11879288915521939
5,12,0.361914475252365,0.1502794771247542,0.5648440975060351
5,13,0.0386864119511544,0.06963645312193845,0.13029991309027922
5,14,0.00206004071186016,0.34485467117835583,0.00140107700958836
5,15,0.18199610757492354,0.07294160351621234,0.585206457527652
6,0,0.02308553118596623,0.015560005734185152,0.7126057345138133
6,1,0.008288091101084805,0.004244982408091889,0.9377731953796796
6,2,0.009181309887757453,0.005209736906469014,0.846463133619062
6,3,0.038315476460595646,0.0742782637024471,0.24776027870030518
6,4,0.01068775553107359,0.01831281382911362,0.2803177668494173
6,5,0.008184430622448507,0.005787919363219913,0.6791804766334714
6,6,0.01810094403880119,0.008910728830480082,0.9756795264835004
6,7,0.038956283935053335,0.03770731389892036,0.49621640721560745
6,8,0.16557919333067964,0.08199343543769694,0.9699422401809146
6,9,0.0001229041223391766,0.04211990976299653,0.0014015164884152158
6,10,0.27904264357239433,0.1643864268903089,0.8153119647142972
6,11,0.06626521960325371,0.05668953119079166,0.5614382145824555
6,12,0.030628803354002615,0.23453389466615532,0.0627254243033802
6,13,1.5251842397879758e-10,0.09959472242292082,7.35538105948777e-10
6,14,0.30356141310203155,0.1506703149562025,0.9676940337392267
7,0,6.4649886470439e-05,0.00011908142293641512,0.3225970946432183
7,1,4.186279898250513e-06,0.00010387946472769429,0.023946125806793162
7,2,0.025625124697423163,0.016828413875753324,0.9048143999287073
7,3,0.04116382157078529,0.02488937054064003,0.9827396404767414
7,4,0.0017982483423530239,0.011151972386924667,0.09581526033045325
7,5,0.14032905827513678,0.10481667055680764,0.7955252174827201
7,6,0.043851814702605046,0.04508179777620938,0.577993619768688
7,7,0.0891983619594025,0.1299851845176014,0.4077554033126327
7,8,0.05293074654201085,0.1893285611258037,0.16612254877302865
7,9,0.003836036405959344,0.04034300345370365,0.0565003572003814
7,10,0.09198643228520727,0.091976925675819,0.5942669619062844
