base_perpendicular_over_parallel,fine_perpendicular_over_parallel,parallel_contrast_relative_change,perpendicular_contrast_relative_change,max_fine_electrode_mismatch
0.005109428777176347,0.005611139516807237,0.003191990494047154,0.08958133746503719,0.0005246111081057351
